id,id_cliente,id_produto,data_venda,qtd,total,produto,categoria_real,preco
8956,20,125,2023-09-15,7,22623.3,Cabo De Nylon Danforth Kinetic,ancoragem,340207.0
8957,6,125,2023-12-18,14,45247.55,Cabo De Nylon Danforth Kinetic,ancoragem,340207.0
8958,7,139,2023-05-16,8,10829.05,Boia De Arqueamento Danforth Torque,ancoragem,142488.0
8960,35,116,2024-08-27,2,5151.0,Cabo De Nylon Delta Velocity Oceanic Abyss,ancoragem,257552.0
8961,8,21,2023-02-03,7,58084.9,Gps Ais Nautic Thrust,eletronicos,873456.0
8962,40,22,2023-06-05,2,78906.0,Transponder Furuno Force Ion,eletronicos,3945286.0
8963,32,61,2023-09-04,7,196130.0,Motor Diesel Honda Prime 84Hp,propulsao,2801863.0
8964,19,118,2024-02-10,6,24596.45,Boia De Arqueamento Delta Force Vox,ancoragem,431511.0
8965,12,104,2024-05-13,6,21164.1,Cabo De Nylon Delta Zen Vortex Storm,ancoragem,371302.0
8966,31,73,2023-06-28,4,572640.0,Motor De Popa Torqeedo Core Hydra Flux 162Hp,propulsao,14315993.0
8967,37,12,2024-04-14,10,25898.9,Gps Ais Drift Flux Vox,eletronicos,272618.0
8968,22,132,2023-10-23,3,4689.0,Corrente Bruce Nautic Evo,ancoragem,156297.0
8969,11,9,2023-07-27,2,75440.45,Transponder Ais Titan Pulse,eletronicos,397055.0
8970,47,6,2023-01-30,11,123520.9,Transponder Ais Vector,eletronicos,1182021.0
8971,31,69,2024-02-15,13,588445.0,Motor De Popa Torqeedo Ultra Impulse 292Hp,propulsao,4526502.0
8972,25,69,2023-01-06,5,226325.0,Motor De Popa Torqeedo Ultra Impulse 292Hp,propulsao,4526502.0
8973,39,116,2024-07-08,13,33482.0,Cabo De Nylon Delta Velocity Oceanic Abyss,ancoragem,257552.0
8974,1,139,2023-07-22,5,6767.8,Boia De Arqueamento Danforth Torque,ancoragem,142488.0
8975,25,85,2024-03-02,14,513096.9,Motor De Popa Parsun Impulse 162Hp,propulsao,385787.0
8976,38,57,2024-09-16,11,1241361.2,Motor De Popa Honda Vector Kinetic 174Hp,propulsao,11879057.0
8977,41,27,2024-10-06,8,132092.0,Gps Garmin Vortex Maré Drift,eletronicos,1651145.0
8978,43,149,2024-08-20,4,4421.3,Cabo De Nylon Bruce Core,ancoragem,116362.0
8979,44,108,2023-07-16,11,34960.95,Boia De Arqueamento Bruce Titan,ancoragem,334556.0
8980,35,116,2023-07-28,12,30906.0,Cabo De Nylon Delta Velocity Oceanic Abyss,ancoragem,257552.0
8981,30,113,2024-08-13,6,25051.5,Âncora Delta Mako Ultra,ancoragem,439496.0
8982,4,96,2024-03-27,8,536718.65,Motor De Popa Tohatsu Boost Swift 126Hp,propulsao,7062084.0
8983,26,26,2024-08-31,4,65676.35,Piloto Automático Furuno Core Boost Flux,eletronicos,1728318.0
8984,4,37,2023-02-19,9,51878.55,Gps Lowrance Evo Storm Drift,eletronicos,606771.0
8985,5,60,2024-02-10,11,1136448.9,Motor De Popa Honda Velocity Drift 258Hp,propulsao,10875109.0
8986,1,146,2023-09-03,8,3968.0,Corrente Delta Vox Ion,ancoragem,49598.0
8987,34,63,2024-05-02,8,1063677.95,Motor Elétrico Torqeedo Ion Orca Vox 186Hp,propulsao,13995767.0
8988,11,84,2023-04-21,5,217119.0,Motor De Popa Torqeedo Zenith Peak Thrust 212Hp,propulsao,4342388.0
8989,40,69,2024-04-11,4,181060.0,Motor De Popa Torqeedo Ultra Impulse 292Hp,propulsao,4526502.0
8990,49,22,2024-06-15,4,149920.45,Transponder Furuno Force Ion,eletronicos,3945286.0
8991,9,2,2023-08-03,5,66491.45,Transponder Furuno Marlin,eletronicos,1399815.0
8992,34,74,2024-02-29,5,432793.0,Motor De Popa Honda Torque 228Hp,propulsao,8655856.0
8993,38,67,2023-05-30,9,772101.0,Motor De Popa Yamaha Mako 108Hp,propulsao,8578905.0
8994,45,26,2023-05-14,2,32837.7,Piloto Automático Furuno Core Boost Flux,eletronicos,1728318.0
8995,11,134,2023-12-08,8,37741.0,Âncora Delta Storm Vox,ancoragem,471761.0
8996,9,102,2024-01-16,5,4160.0,Cabo De Nylon Bruce Nexus,ancoragem,83202.0
8997,47,137,2024-10-26,1,3215.75,Âncora Danforth Impulse,ancoragem,338547.0
8998,9,150,2024-05-15,10,16457.0,Cabo De Nylon Danforth Magnum Vox,ancoragem,164566.0
8999,38,51,2024-04-14,7,449113.0,Motor Diesel Tohatsu Evo Zenith 16Hp,propulsao,6415899.0
9000,47,76,2023-04-30,15,2222973.0,Motor Diesel Honda Aero 205Hp,propulsao,14819823.0
9001,40,55,2024-03-11,8,879898.0,Motor Diesel Volvo Flow Oceanic 259Hp,propulsao,1099872.0
9002,23,93,2023-04-13,5,477265.75,Motor Elétrico Yamaha Flow 204Hp,propulsao,10047701.0
9003,16,144,2023-09-02,1,2214.0,Boia De Arqueamento Bruce Barracuda,ancoragem,221414.0
9004,8,142,2024-01-10,6,4958.0,Âncora Danforth Vector Evo,ancoragem,82641.0
9005,27,69,2024-02-05,10,452650.0,Motor De Popa Torqeedo Ultra Impulse 292Hp,propulsao,4526502.0
9006,13,109,2024-05-22,7,4141.05,Cabo De Nylon Danforth Evo Aqua Mako,ancoragem,6227.0
9007,6,93,2023-07-11,8,803816.0,Motor Elétrico Yamaha Flow 204Hp,propulsao,10047701.0
9008,43,35,2024-01-05,5,55028.0,Radar Furuno Swift,eletronicos,1100553.0
9009,28,124,2024-01-25,9,33929.0,Corrente Delta Axis,ancoragem,376993.0
9010,48,125,2024-01-28,12,40825.0,Cabo De Nylon Danforth Kinetic,ancoragem,340207.0
9011,38,149,2024-05-30,12,13264.85,Cabo De Nylon Bruce Core,ancoragem,116362.0
9012,3,47,2023-06-21,9,52351.65,Rádio Simrad Tidal Aqua,eletronicos,612296.0
9013,3,77,2024-08-05,11,491751.0,Motor Diesel Tohatsu Vector 197Hp,propulsao,4470467.0
9014,6,124,2023-07-15,10,37699.0,Corrente Delta Axis,ancoragem,376993.0
9015,10,87,2023-09-08,9,571652.05,Motor Elétrico Volvo Boost 225Hp,propulsao,668599.0
9016,17,15,2024-09-14,9,238543.1,Radar Garmin Tidal Thrust,eletronicos,2789976.0
9017,37,44,2023-04-05,12,129682.0,Gps Simrad Zen Hydra Peak,eletronicos,1080684.0
9018,43,110,2023-08-09,12,29946.0,Corrente Bruce Current,ancoragem,249551.0
9019,9,79,2024-10-28,13,816913.55,Motor Diesel Tohatsu Zenith 60Hp,propulsao,6614685.0
9020,6,41,2023-11-21,11,116600.0,Gps Simrad Flow Pulse,eletronicos,106000.0
9021,44,101,2023-04-14,12,5282.95,Cabo De Nylon Delta Vortex,ancoragem,4634.0
9022,8,5,2024-06-07,14,314797.7,Piloto Automático Furuno Storm,eletronicos,2366901.0
9023,4,56,2023-10-21,8,343910.0,Motor Elétrico Torqeedo Velocity Swift 74Hp,propulsao,4298877.0
9024,45,63,2023-02-15,15,1994396.75,Motor Elétrico Torqeedo Ion Orca Vox 186Hp,propulsao,13995767.0
9025,11,146,2024-04-17,5,2480.0,Corrente Delta Vox Ion,ancoragem,49598.0
9026,2,9,2023-10-30,11,414922.0,Transponder Ais Titan Pulse,eletronicos,397055.0
9027,2,7,2024-03-07,6,111257.35,Radar Ais Zen,eletronicos,1951877.0
9028,36,22,2023-05-12,11,433981.0,Transponder Furuno Force Ion,eletronicos,3945286.0
9029,18,112,2023-06-24,6,12431.7,Corrente Danforth Tidal,ancoragem,218095.0
9030,24,15,2024-12-17,5,139499.0,Radar Garmin Tidal Thrust,eletronicos,2789976.0
9031,13,13,2023-07-24,3,23241.0,Radar Simrad Boost,eletronicos,77471.0
9032,36,26,2024-10-13,2,34566.0,Piloto Automático Furuno Core Boost Flux,eletronicos,1728318.0
9033,41,49,2024-01-08,12,151212.45,Sonda Furuno Swift,eletronicos,1326425.0
9035,12,38,2024-10-02,3,75413.85,Rádio Ais Force,eletronicos,2646114.0
9036,17,70,2024-02-19,14,480976.0,Motor Diesel Parsun Boost Helix Velocity 146Hp,propulsao,3435543.0
9037,9,17,2024-08-11,3,40010.2,Rádio Ais Oceanic Pulse,eletronicos,1403878.0
9038,42,55,2023-02-26,3,329962.0,Motor Diesel Volvo Flow Oceanic 259Hp,propulsao,1099872.0
9039,6,63,2024-09-20,3,398879.35,Motor Elétrico Torqeedo Ion Orca Vox 186Hp,propulsao,13995767.0
9040,3,98,2023-02-13,4,317445.0,Motor Diesel Parsun Velocity Abyss Orca 235Hp,propulsao,7936113.0
9041,8,48,2023-08-04,8,117891.0,Gps Furuno Magnum Drift,eletronicos,1473635.0
9042,19,31,2023-03-14,7,57982.0,Transponder Furuno Pulse Axis,eletronicos,828311.0
9043,8,91,2023-11-27,1,128141.7,Motor Elétrico Tohatsu Zenith Oceanic 113Hp,propulsao,13488602.0
9044,26,150,2024-11-19,12,19748.0,Cabo De Nylon Danforth Magnum Vox,ancoragem,164566.0
9045,12,96,2024-01-05,8,564967.0,Motor De Popa Tohatsu Boost Swift 126Hp,propulsao,7062084.0
9046,30,1,2023-11-11,4,132490.0,Transponder Ais Maré Magnum,eletronicos,3312252.0
9047,25,8,2023-09-03,4,18940.15,Gps Ais Zen,eletronicos,498415.0
9048,22,120,2024-02-29,9,26714.0,Boia De Arqueamento Danforth Flux Tidal,ancoragem,312449.0
9049,11,5,2023-09-05,5,118345.0,Piloto Automático Furuno Storm,eletronicos,2366901.0
9050,4,29,2024-03-20,7,255572.0,Rádio Simrad Orca,eletronicos,3651034.0
9051,3,23,2024-06-27,6,67072.0,Piloto Automático Furuno Torque Peak,eletronicos,1117863.0
9052,7,36,2024-02-08,3,67804.0,Radar Lowrance Aqua Pulse,eletronicos,2260139.0
9053,8,16,2023-06-16,4,114022.8,Sonda Garmin Axis,eletronicos,3000599.0
9054,48,128,2024-06-02,3,13254.4,Boia De Arqueamento Bruce Marlin Hydra,ancoragem,465072.0
9055,18,1,2023-01-25,3,94399.6,Transponder Ais Maré Magnum,eletronicos,3312252.0
9056,29,2,2024-04-05,1,13298.1,Transponder Furuno Marlin,eletronicos,1399815.0
9057,34,14,2024-08-04,14,476287.25,Rádio Furuno Zen Swift,eletronicos,3581108.0
9058,24,45,2024-12-04,3,29711.0,Gps Furuno Current,eletronicos,990371.0
9059,2,26,2024-02-10,12,207398.0,Piloto Automático Furuno Core Boost Flux,eletronicos,1728318.0
9060,18,148,2024-03-11,13,59101.4,Âncora Delta Force Barracuda Mako,ancoragem,478556.0
9061,19,31,2024-05-03,13,107680.0,Transponder Furuno Pulse Axis,eletronicos,828311.0
9062,37,136,2023-05-04,11,20622.6,Cabo De Nylon Bruce Flux Hydro,ancoragem,19735.0
9063,30,132,2023-12-15,14,20787.9,Corrente Bruce Nautic Evo,ancoragem,156297.0
9064,21,112,2024-04-13,1,2071.95,Corrente Danforth Tidal,ancoragem,218095.0
9065,25,77,2023-01-26,1,44705.0,Motor Diesel Tohatsu Vector 197Hp,propulsao,4470467.0
9066,13,105,2023-02-13,8,2352.2,Cabo De Nylon Danforth Prime,ancoragem,30954.0
9067,47,126,2023-09-28,15,38148.2,Corrente Danforth Hydro,ancoragem,267706.0
9068,31,106,2023-05-05,14,61388.0,Âncora Danforth Nitro Titan Vox,ancoragem,438487.0
9069,39,77,2023-12-05,8,339755.15,Motor Diesel Tohatsu Vector 197Hp,propulsao,4470467.0
9070,44,71,2023-07-03,11,1431915.0,Motor Elétrico Torqeedo Pulse 300Hp,propulsao,13017406.0
9071,16,142,2023-09-01,11,8636.45,Âncora Danforth Vector Evo,ancoragem,82641.0
9072,41,112,2024-01-02,14,30533.0,Corrente Danforth Tidal,ancoragem,218095.0
9073,37,9,2024-03-15,7,277938.0,Transponder Ais Titan Pulse,eletronicos,397055.0
9074,43,6,2024-02-27,11,123520.9,Transponder Ais Vector,eletronicos,1182021.0
9075,25,32,2024-08-19,7,87517.0,Sonda Ais Impulse Oceanic Zenith,eletronicos,1250246.0
9076,48,118,2023-01-20,15,61490.65,Boia De Arqueamento Delta Force Vox,ancoragem,431511.0
9077,32,109,2023-10-14,1,591.85,Cabo De Nylon Danforth Evo Aqua Mako,ancoragem,6227.0
9078,4,1,2024-11-09,8,251731.0,Transponder Ais Maré Magnum,eletronicos,3312252.0
9079,21,137,2023-09-11,4,12864.9,Âncora Danforth Impulse,ancoragem,338547.0
9080,29,126,2023-08-21,14,37479.0,Corrente Danforth Hydro,ancoragem,267706.0
9081,21,116,2024-09-04,10,25755.0,Cabo De Nylon Delta Velocity Oceanic Abyss,ancoragem,257552.0
9082,12,70,2024-02-18,8,274843.0,Motor Diesel Parsun Boost Helix Velocity 146Hp,propulsao,3435543.0
9083,7,128,2023-07-18,2,9301.0,Boia De Arqueamento Bruce Marlin Hydra,ancoragem,465072.0
9084,43,148,2024-04-22,7,33499.0,Âncora Delta Force Barracuda Mako,ancoragem,478556.0
9085,26,104,2023-04-21,10,37130.0,Cabo De Nylon Delta Zen Vortex Storm,ancoragem,371302.0
9086,10,45,2024-02-20,14,138652.0,Gps Furuno Current,eletronicos,990371.0
9087,42,138,2023-01-23,3,11921.55,Boia De Arqueamento Delta Peak Boost Thrust,ancoragem,418305.0
9088,43,51,2023-12-18,4,256636.0,Motor Diesel Tohatsu Evo Zenith 16Hp,propulsao,6415899.0
9089,19,112,2024-02-23,10,21810.0,Corrente Danforth Tidal,ancoragem,218095.0
9090,20,55,2023-02-19,6,626926.85,Motor Diesel Volvo Flow Oceanic 259Hp,propulsao,1099872.0
9091,10,22,2023-06-28,4,157811.0,Transponder Furuno Force Ion,eletronicos,3945286.0
9092,24,2,2024-07-09,11,153980.0,Transponder Furuno Marlin,eletronicos,1399815.0
9093,5,123,2024-03-23,1,2777.0,Cabo De Nylon Danforth Orca Aero,ancoragem,277707.0
9094,8,103,2024-04-30,4,7157.0,Âncora Delta Swift,ancoragem,178919.0
9095,26,124,2023-04-27,11,41469.0,Corrente Delta Axis,ancoragem,376993.0
9096,16,31,2023-07-06,8,62951.75,Transponder Furuno Pulse Axis,eletronicos,828311.0
9097,35,105,2023-03-30,3,929.0,Cabo De Nylon Danforth Prime,ancoragem,30954.0
9098,4,115,2023-12-29,15,11836.05,Cabo De Nylon Delta Force Magnum Leviathan,ancoragem,83059.0
9099,34,25,2024-06-11,3,36379.0,Rádio Lowrance Nitro Thrust Barracuda,eletronicos,1212646.0
9100,17,128,2024-12-07,8,37206.0,Boia De Arqueamento Bruce Marlin Hydra,ancoragem,465072.0
9101,24,2,2024-10-21,7,93087.65,Transponder Furuno Marlin,eletronicos,1399815.0
9102,22,5,2024-07-08,15,355035.0,Piloto Automático Furuno Storm,eletronicos,2366901.0
9103,33,28,2023-01-08,2,28517.0,Piloto Automático Ais Core,eletronicos,1425856.0
9104,13,103,2024-02-17,10,17892.0,Âncora Delta Swift,ancoragem,178919.0
9105,29,57,2024-03-10,2,225701.95,Motor De Popa Honda Vector Kinetic 174Hp,propulsao,11879057.0
9106,25,34,2024-08-27,14,68845.0,Transponder Ais Helix Torque,eletronicos,491753.0
9107,4,35,2024-06-28,10,110055.0,Radar Furuno Swift,eletronicos,1100553.0
9108,26,116,2023-07-10,9,22021.0,Cabo De Nylon Delta Velocity Oceanic Abyss,ancoragem,257552.0
9109,32,35,2024-06-19,14,146373.15,Radar Furuno Swift,eletronicos,1100553.0
9110,10,92,2023-12-19,7,590880.05,Motor Elétrico Yamaha Nautic Kraken 133Hp,propulsao,888541.0
9111,42,19,2024-01-26,5,82162.0,Sonda Lowrance Tidal Storm Vox,eletronicos,1643235.0
9112,9,58,2023-03-02,14,1523544.0,Motor De Popa Tohatsu Ion Core Nautic 53Hp,propulsao,10882459.0
9113,4,33,2023-07-03,15,100737.0,Transponder Garmin Drift Vortex Marlin,eletronicos,671577.0
9114,13,40,2023-05-13,12,161697.6,Sonda Furuno Maré Tidal,eletronicos,1418404.0
9115,5,85,2024-11-09,8,308630.0,Motor De Popa Parsun Impulse 162Hp,propulsao,385787.0
9116,40,8,2023-06-21,4,19937.0,Gps Ais Zen,eletronicos,498415.0
9117,20,71,2024-07-01,15,1952611.0,Motor Elétrico Torqeedo Pulse 300Hp,propulsao,13017406.0
9118,10,70,2023-12-01,8,261100.85,Motor Diesel Parsun Boost Helix Velocity 146Hp,propulsao,3435543.0
9119,32,132,2023-01-04,3,4689.0,Corrente Bruce Nautic Evo,ancoragem,156297.0
9120,36,49,2024-05-13,7,92850.0,Sonda Furuno Swift,eletronicos,1326425.0
9121,14,37,2023-05-16,4,24271.0,Gps Lowrance Evo Storm Drift,eletronicos,606771.0
9122,13,120,2023-11-26,2,6249.0,Boia De Arqueamento Danforth Flux Tidal,ancoragem,312449.0
9123,1,98,2023-05-08,4,301572.75,Motor Diesel Parsun Velocity Abyss Orca 235Hp,propulsao,7936113.0
9124,49,26,2024-04-03,7,114932.9,Piloto Automático Furuno Core Boost Flux,eletronicos,1728318.0
9125,14,2,2023-10-17,15,199473.4,Transponder Furuno Marlin,eletronicos,1399815.0
9126,11,54,2023-03-15,4,461832.05,Motor De Popa Yamaha Evo Dash 155Hp,propulsao,12153482.0
9127,44,47,2023-07-31,12,69802.2,Rádio Simrad Tidal Aqua,eletronicos,612296.0
9128,2,44,2024-08-23,10,108068.0,Gps Simrad Zen Hydra Peak,eletronicos,1080684.0
9129,42,32,2023-07-01,10,118773.75,Sonda Ais Impulse Oceanic Zenith,eletronicos,1250246.0
9130,35,119,2023-12-31,14,43301.95,Âncora Bruce Aqua,ancoragem,325582.0
9131,38,73,2023-12-12,13,1861079.0,Motor De Popa Torqeedo Core Hydra Flux 162Hp,propulsao,14315993.0
9132,41,61,2024-08-15,6,168112.0,Motor Diesel Honda Prime 84Hp,propulsao,2801863.0
9133,5,112,2024-07-28,15,32714.0,Corrente Danforth Tidal,ancoragem,218095.0
9134,35,73,2024-06-16,11,1496021.05,Motor De Popa Torqeedo Core Hydra Flux 162Hp,propulsao,14315993.0
9135,44,74,2024-10-24,3,246692.2,Motor De Popa Honda Torque 228Hp,propulsao,8655856.0
9136,15,133,2024-08-12,5,8990.8,Âncora Bruce Core Pulse,ancoragem,189272.0
9137,25,15,2023-11-21,15,397571.2,Radar Garmin Tidal Thrust,eletronicos,2789976.0
9138,22,41,2024-02-26,11,110770.0,Gps Simrad Flow Pulse,eletronicos,106000.0
9139,17,118,2023-11-19,8,34521.0,Boia De Arqueamento Delta Force Vox,ancoragem,431511.0
9140,5,63,2023-12-02,9,1196638.05,Motor Elétrico Torqeedo Ion Orca Vox 186Hp,propulsao,13995767.0
9141,8,25,2024-11-12,9,103681.1,Rádio Lowrance Nitro Thrust Barracuda,eletronicos,1212646.0
9142,27,22,2023-02-06,2,78906.0,Transponder Furuno Force Ion,eletronicos,3945286.0
9143,25,28,2024-05-03,9,121910.65,Piloto Automático Ais Core,eletronicos,1425856.0
9144,15,72,2023-04-15,9,852132.9,Motor De Popa Volvo Hydro Dash 256Hp,propulsao,9966464.0
9145,14,109,2024-05-12,10,6227.0,Cabo De Nylon Danforth Evo Aqua Mako,ancoragem,6227.0
9146,28,65,2024-04-08,8,204462.0,Motor De Popa Torqeedo Nautic Swift 223Hp,propulsao,255577.0
9147,41,89,2023-12-25,2,149488.2,Motor Elétrico Yamaha Orca Storm Zenith 11Hp,propulsao,7867805.0
9148,29,107,2024-02-07,13,19674.0,Boia De Arqueamento Bruce Tidal Marlin,ancoragem,151338.0
9149,18,115,2024-07-09,10,8306.0,Cabo De Nylon Delta Force Magnum Leviathan,ancoragem,83059.0
9150,14,118,2023-01-27,5,21576.0,Boia De Arqueamento Delta Force Vox,ancoragem,431511.0
9151,49,41,2023-01-04,5,53000.0,Gps Simrad Flow Pulse,eletronicos,106000.0
9152,39,81,2023-07-12,8,928328.6,Motor Elétrico Torqeedo Barracuda Magnum Helix 101Hp,propulsao,12214849.0
9153,3,23,2023-10-31,3,33536.0,Piloto Automático Furuno Torque Peak,eletronicos,1117863.0
9154,13,42,2023-05-20,6,34159.15,Transponder Lowrance Axis,eletronicos,599284.0
9155,35,8,2023-06-12,10,49842.0,Gps Ais Zen,eletronicos,498415.0
9156,24,32,2024-02-12,14,166282.3,Sonda Ais Impulse Oceanic Zenith,eletronicos,1250246.0
9157,9,80,2023-02-27,3,368288.4,Motor De Popa Volvo Maré 69Hp,propulsao,12922384.0
9158,4,22,2023-05-04,2,74960.7,Transponder Furuno Force Ion,eletronicos,3945286.0
9159,32,113,2024-01-06,1,4395.0,Âncora Delta Mako Ultra,ancoragem,439496.0
9160,4,125,2024-10-09,3,10206.0,Cabo De Nylon Danforth Kinetic,ancoragem,340207.0
9161,26,145,2023-02-01,14,60898.0,Boia De Arqueamento Delta Nexus,ancoragem,434986.0
9162,40,45,2023-01-07,1,9904.0,Gps Furuno Current,eletronicos,990371.0
9163,26,48,2024-06-11,10,139995.8,Gps Furuno Magnum Drift,eletronicos,1473635.0
9164,3,87,2024-07-29,12,762203.05,Motor Elétrico Volvo Boost 225Hp,propulsao,668599.0
9165,17,94,2024-10-31,14,570512.0,Motor De Popa Volvo Magnum 276Hp,propulsao,4075084.0
9166,16,89,2023-02-05,11,865459.0,Motor Elétrico Yamaha Orca Storm Zenith 11Hp,propulsao,7867805.0
9167,25,127,2023-10-18,8,12395.0,Cabo De Nylon Delta Velocity Core Mako,ancoragem,154935.0
9168,3,45,2023-01-23,7,65859.7,Gps Furuno Current,eletronicos,990371.0
9169,48,150,2024-08-17,7,10944.0,Cabo De Nylon Danforth Magnum Vox,ancoragem,164566.0
9170,8,48,2024-09-15,12,176836.0,Gps Furuno Magnum Drift,eletronicos,1473635.0
9171,47,129,2023-08-10,2,6532.0,Corrente Delta Boost,ancoragem,326621.0
9172,35,74,2023-07-17,15,1298378.0,Motor De Popa Honda Torque 228Hp,propulsao,8655856.0
9173,13,128,2024-12-29,5,23254.0,Boia De Arqueamento Bruce Marlin Hydra,ancoragem,465072.0
9174,22,58,2024-01-04,3,310150.3,Motor De Popa Tohatsu Ion Core Nautic 53Hp,propulsao,10882459.0
9176,4,132,2024-11-09,15,23445.0,Corrente Bruce Nautic Evo,ancoragem,156297.0
9177,25,18,2024-10-10,9,239152.0,Rádio Simrad Axis,eletronicos,2657245.0
9178,5,5,2023-07-31,6,142014.0,Piloto Automático Furuno Storm,eletronicos,2366901.0
9179,1,148,2023-12-30,12,57427.0,Âncora Delta Force Barracuda Mako,ancoragem,478556.0
9180,43,97,2023-11-13,3,385704.75,Motor De Popa Tohatsu Evo 168Hp,propulsao,13533507.0
9181,2,100,2024-07-12,15,1490553.8,Motor Elétrico Honda Vector Abyss 220Hp,propulsao,10460024.0
9182,29,87,2024-02-09,8,534879.0,Motor Elétrico Volvo Boost 225Hp,propulsao,668599.0
9183,38,51,2023-04-19,1,64159.0,Motor Diesel Tohatsu Evo Zenith 16Hp,propulsao,6415899.0
9184,43,149,2023-10-06,3,3316.45,Cabo De Nylon Bruce Core,ancoragem,116362.0
9185,44,115,2023-08-12,12,9967.0,Cabo De Nylon Delta Force Magnum Leviathan,ancoragem,83059.0
9186,36,50,2024-04-09,2,22552.0,Piloto Automático Simrad Poseidon Magnum,eletronicos,1127599.0
9187,38,93,2024-12-13,9,904293.0,Motor Elétrico Yamaha Flow 204Hp,propulsao,10047701.0
9188,47,64,2024-08-07,13,1377093.4,Motor Elétrico Yamaha Swift Drift Current 265Hp,propulsao,11150555.0
9189,43,99,2024-12-07,10,1072667.0,Motor Elétrico Honda Flux Ultra 273Hp,propulsao,10726666.0
9190,8,28,2023-11-08,11,149001.8,Piloto Automático Ais Core,eletronicos,1425856.0
9191,10,84,2023-12-28,8,347391.0,Motor De Popa Torqeedo Zenith Peak Thrust 212Hp,propulsao,4342388.0
9192,45,76,2024-02-23,14,1971036.25,Motor Diesel Honda Aero 205Hp,propulsao,14819823.0
9193,2,15,2024-08-22,15,397571.2,Radar Garmin Tidal Thrust,eletronicos,2789976.0
9194,7,127,2023-01-19,7,10845.0,Cabo De Nylon Delta Velocity Core Mako,ancoragem,154935.0
9195,27,65,2023-06-06,9,218518.05,Motor De Popa Torqeedo Nautic Swift 223Hp,propulsao,255577.0
9196,12,32,2024-03-27,2,25005.0,Sonda Ais Impulse Oceanic Zenith,eletronicos,1250246.0
9197,48,35,2023-06-03,9,94097.5,Radar Furuno Swift,eletronicos,1100553.0
9198,10,133,2024-07-09,5,8990.8,Âncora Bruce Core Pulse,ancoragem,189272.0
9199,49,66,2023-12-04,6,75430.0,Motor De Popa Tohatsu Poseidon Helix Prime 135Hp,propulsao,1257163.0
9200,19,114,2023-03-07,4,3037.15,Boia De Arqueamento Danforth Tidal Zen Swift,ancoragem,79929.0
9201,15,76,2023-12-28,13,1926577.0,Motor Diesel Honda Aero 205Hp,propulsao,14819823.0
9202,38,70,2023-01-23,8,274843.0,Motor Diesel Parsun Boost Helix Velocity 146Hp,propulsao,3435543.0
9203,15,5,2024-08-12,13,292312.15,Piloto Automático Furuno Storm,eletronicos,2366901.0
9204,18,77,2023-01-12,15,670570.0,Motor Diesel Tohatsu Vector 197Hp,propulsao,4470467.0
9205,14,103,2023-11-17,10,17892.0,Âncora Delta Swift,ancoragem,178919.0
9206,15,11,2023-09-29,6,217391.0,Gps Furuno Swift Leviathan Poseidon,eletronicos,3623191.0
9207,2,98,2024-10-25,14,1055503.2,Motor Diesel Parsun Velocity Abyss Orca 235Hp,propulsao,7936113.0
9208,1,91,2024-06-14,4,512566.8,Motor Elétrico Tohatsu Zenith Oceanic 113Hp,propulsao,13488602.0
9209,3,74,2023-12-29,10,865586.0,Motor De Popa Honda Torque 228Hp,propulsao,8655856.0
9210,9,15,2024-03-20,2,55800.0,Radar Garmin Tidal Thrust,eletronicos,2789976.0
9211,2,40,2023-07-29,1,13474.8,Sonda Furuno Maré Tidal,eletronicos,1418404.0
9212,29,119,2024-07-31,1,3093.2,Âncora Bruce Aqua,ancoragem,325582.0
9213,21,60,2023-12-11,15,1631266.0,Motor De Popa Honda Velocity Drift 258Hp,propulsao,10875109.0
9214,24,22,2023-06-12,12,473434.0,Transponder Furuno Force Ion,eletronicos,3945286.0
9215,40,101,2024-07-05,15,6951.0,Cabo De Nylon Delta Vortex,ancoragem,4634.0
9216,36,121,2024-12-03,5,17547.45,Âncora Danforth Oceanic Helix Flux,ancoragem,369427.0
9217,41,3,2023-12-01,8,72194.0,Radar Furuno Pulse Leviathan,eletronicos,902419.0
9218,22,74,2024-03-09,12,986767.85,Motor De Popa Honda Torque 228Hp,propulsao,8655856.0
9219,34,60,2024-10-11,7,761258.0,Motor De Popa Honda Velocity Drift 258Hp,propulsao,10875109.0
9220,41,93,2024-07-19,14,1336344.1,Motor Elétrico Yamaha Flow 204Hp,propulsao,10047701.0
9221,29,80,2023-01-08,2,258448.0,Motor De Popa Volvo Maré 69Hp,propulsao,12922384.0
9222,34,41,2023-12-10,11,110770.0,Gps Simrad Flow Pulse,eletronicos,106000.0
9223,26,130,2023-04-19,15,62161.0,Boia De Arqueamento Delta Zen Boost Vortex,ancoragem,414409.0
9224,47,21,2024-04-25,7,61142.0,Gps Ais Nautic Thrust,eletronicos,873456.0
9225,33,149,2024-05-30,2,2327.0,Cabo De Nylon Bruce Core,ancoragem,116362.0
9226,7,67,2023-02-27,5,428945.0,Motor De Popa Yamaha Mako 108Hp,propulsao,8578905.0
9227,9,88,2023-05-03,4,183678.7,Motor Diesel Tohatsu Kinetic Poseidon 113Hp,propulsao,4833649.0
9228,47,15,2023-01-04,7,195298.0,Radar Garmin Tidal Thrust,eletronicos,2789976.0
9229,17,50,2023-12-03,3,32136.6,Piloto Automático Simrad Poseidon Magnum,eletronicos,1127599.0
9230,36,23,2023-10-12,14,148675.95,Piloto Automático Furuno Torque Peak,eletronicos,1117863.0
